"","OTU","Phylum","Class","Order","Family","Subfamily","Genus","Species","Taxon Similarity","Sequences","Dereplicates","PreClusters","Dereplication Reduction (%)","Preclustering Reduction (%)","Length","GC Composition","MID","name"
"1305","OTU23",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,191,34.55,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1306","OTU22",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,191,35.08,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1307","OTU1",NA,NA,NA,NA,NA,NA,NA,0,128,4,1,96.88,75,191.02,36.11,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1308","OTU2",NA,NA,NA,NA,NA,NA,NA,0,79,2,1,97.47,50,109.85,41.88,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1309","OTU3",NA,NA,NA,NA,NA,NA,NA,0,66,2,1,96.97,50,130.92,27.5,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1310","OTU4",NA,NA,NA,NA,NA,NA,NA,0,53,2,1,96.23,50,113.15,40.79,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1311","OTU5","Arthropoda","Insecta","Hemiptera","Cicadidae",NA,NA,NA,94.05,48,5,5,89.58,0,423.54,33.18,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1312","OTU6","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,30,1,1,96.67,0,458,39.52,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1313","OTU7","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,95.15,23,1,1,95.65,0,103,29.13,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1314","OTU8",NA,NA,NA,NA,NA,NA,NA,0,15,1,1,93.33,0,137,37.96,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1315","OTU10",NA,NA,NA,NA,NA,NA,NA,0,14,1,1,92.86,0,458,33.62,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1316","OTU9","Arthropoda","Insecta","Diptera","Phoridae","Phorinae","Dohrniphora","Dohrniphora ecitophila",96.61,14,2,2,85.71,0,178,33.71,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1317","OTU11",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,137,36.5,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1318","OTU14",NA,NA,NA,NA,NA,NA,NA,0,9,1,1,88.89,0,107,37.38,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1319","OTU12",NA,NA,NA,NA,NA,NA,NA,0,9,1,1,88.89,0,140,38.57,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1320","OTU13","Arthropoda","Insecta","Hemiptera","Pentatomidae","Edessinae","Edessa","Edessa sp7",94.75,9,1,1,88.89,0,458,32.53,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1321","OTU15",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,191,36.13,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1322","OTU16",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,140,39.29,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1323","OTU17","Arthropoda","Insecta","Hemiptera","Pentatomidae","Edessinae","Edessa","Edessa sp7",95.4,6,1,1,83.33,0,458,32.1,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1324","OTU18",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,149,38.26,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1325","OTU19",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,139,37.41,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1326","OTU21",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,191,36.65,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1327","OTU20",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,109,41.28,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1328","OTU22",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,458,33.84,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1329","OTU29",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,109,42.2,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1330","OTU28","Arthropoda","Insecta","Hemiptera","Rhyparochromidae",NA,NA,NA,93.17,5,1,1,80,0,457,40.48,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1331","OTU25",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,190,33.68,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1332","OTU24","Arthropoda","Insecta","Lepidoptera","Erebidae","Herminiinae","Renia","Renia turpis",93.22,5,1,1,80,0,458,32.31,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1333","OTU27",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,42.79,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1334","OTU26",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,140,39.29,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1335","OTU23","Arthropoda","Insecta","Diptera","Phoridae","Phorinae","Dohrniphora","Dohrniphora ecitophila",93.26,5,1,1,80,0,178,35.96,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1336","OTU1","Arthropoda","Insecta","Hemiptera","Cicadidae",NA,NA,NA,94.07,523,29,29,94.46,0,409.83,33.16,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1337","OTU2",NA,NA,NA,NA,NA,NA,NA,0,75,2,1,97.33,50,106.89,31.81,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1338","OTU3",NA,NA,NA,NA,NA,NA,NA,0,43,3,1,93.02,66.67,457.65,31.68,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1339","OTU4","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutinae","Pelochrista","Pelochrista fuscostriata",94.31,33,5,5,84.85,0,122.09,31.37,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1340","OTU5","Arthropoda","Insecta","Blattodea",NA,NA,NA,NA,96.48,26,2,2,92.31,0,457.81,37.79,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1341","OTU6","Arthropoda","Insecta","Blattodea",NA,NA,NA,NA,92.76,25,2,2,92,0,457.68,34.67,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1342","OTU7",NA,NA,NA,NA,NA,NA,NA,0,21,1,1,95.24,0,107,27.1,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1343","OTU8","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae",NA,NA,96.05,20,1,1,95,0,458,30.13,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1344","OTU9",NA,NA,NA,NA,NA,NA,NA,0,20,2,1,90,50,457.75,33.21,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1345","OTU10","Arthropoda","Insecta","Lepidoptera","Erebidae","Calpinae","Ostha","Ostha Janzen249",90.57,12,1,1,91.67,0,457,35.23,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1346","OTU11",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,458,30.79,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1347","OTU14","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,9,1,1,88.89,0,458,39.52,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1348","OTU12",NA,NA,NA,NA,NA,NA,NA,0,9,1,1,88.89,0,458,29.04,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1349","OTU13","Arthropoda","Insecta","Lepidoptera","Tineidae","Acrolophinae","Acrolophus","Acrolophus BioLep39",94.09,9,1,1,88.89,0,458,32.53,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1350","OTU15",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,105,25.71,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1351","OTU16",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,113,40.71,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1352","OTU17","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae","phyBioLep01","phyBioLep01 BioLep207",94.75,6,1,1,83.33,0,458,32.75,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1353","OTU18",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,198,33.84,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1354","OTU19","Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,96.26,5,1,1,80,0,458,33.84,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1355","OTU21",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,33.84,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1356","OTU20",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,40.17,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1357","OTU22",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,459,33.99,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1358","OTU1","Arthropoda","Insecta","Hemiptera","Cicadidae",NA,NA,NA,94.06,381,26,26,93.18,0,406.69,33.27,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1359","OTU2",NA,NA,NA,NA,NA,NA,NA,0,50,5,1,90,80,457.6,31.67,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1360","OTU3",NA,NA,NA,NA,NA,NA,NA,0,32,2,1,93.75,50,107.16,31.87,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1361","OTU6","Arthropoda","Insecta","Lepidoptera","Limacodidae",NA,NA,NA,94.93,30,5,5,83.33,0,235.97,31.31,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1362","OTU4","Arthropoda","Insecta","Blattodea",NA,NA,NA,NA,96.48,30,2,2,93.33,0,457.7,37.8,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1363","OTU5",NA,NA,NA,NA,NA,NA,NA,0,30,1,1,96.67,0,107,27.1,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1364","OTU7","Arthropoda","Insecta","Blattodea",NA,NA,NA,NA,92.76,28,3,3,89.29,0,457.5,34.64,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1365","OTU8",NA,NA,NA,NA,NA,NA,NA,0,23,2,1,91.3,50,457.74,33.21,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1366","OTU9",NA,NA,NA,NA,NA,NA,NA,0,11,1,1,90.91,0,105,25.71,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1367","OTU10","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae",NA,NA,96.05,11,1,1,90.91,0,458,30.13,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1368","OTU11","Arthropoda","Insecta","Lepidoptera","Erebidae","Calpinae","Ostha","Ostha Janzen249",90.77,11,2,2,81.82,0,456.55,35.17,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1369","OTU12",NA,NA,NA,NA,NA,NA,NA,0,9,1,1,88.89,0,458,29.04,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1370","OTU13","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,9,1,1,88.89,0,458,39.52,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1371","OTU14",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,458,33.84,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1372","OTU15",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,458,30.79,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1373","OTU16",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,217,36.87,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1374","OTU17",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,103,36.89,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1375","OTU18","Arthropoda","Insecta","Lepidoptera","Tineidae","Acrolophinae","Acrolophus","Acrolophus BioLep39",94.09,5,1,1,80,0,458,32.53,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1376","OTU1","Arthropoda","Insecta","Hemiptera","Cicadidae",NA,NA,NA,94.09,323,27,27,91.64,0,368.41,33.88,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1377","OTU2",NA,NA,NA,NA,NA,NA,NA,0,61,4,1,93.44,75,457.49,31.69,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1378","OTU3",NA,NA,NA,NA,NA,NA,NA,0,46,2,1,95.65,50,106.89,27.13,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1379","OTU4",NA,NA,NA,NA,NA,NA,NA,0,40,3,1,92.5,66.67,457.85,33.17,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1380","OTU5","Arthropoda","Insecta","Blattodea",NA,NA,NA,NA,96.48,30,1,1,96.67,0,458,37.77,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1381","OTU6","Arthropoda","Insecta","Blattodea",NA,NA,NA,NA,92.76,19,2,2,89.47,0,457.42,34.63,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1382","OTU7","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae",NA,NA,96.05,19,1,1,94.74,0,458,30.13,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1383","OTU8","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutinae","Pelochrista","Pelochrista fuscostriata",93.65,17,3,3,82.35,0,242.53,31.4,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1384","OTU9",NA,NA,NA,NA,NA,NA,NA,0,14,1,1,92.86,0,113,40.71,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1385","OTU10","Arthropoda","Insecta","Lepidoptera","Erebidae","Calpinae","Ostha","Ostha Janzen249",90.57,10,1,1,90,0,457,35.23,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1386","OTU11",NA,NA,NA,NA,NA,NA,NA,0,9,1,1,88.89,0,107,31.78,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1387","OTU14",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,458,29.04,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1388","OTU12",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,458,30.79,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1389","OTU13",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,458,33.84,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1390","OTU15","Arthropoda","Insecta","Lepidoptera","Tineidae","Acrolophinae","Acrolophus","Acrolophus BioLep39",94.09,6,1,1,83.33,0,458,32.53,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1391","OTU16","Arthropoda","Insecta","Coleoptera","Elateridae","Elaterinae","Orthostethus","Orthostethus infuscatus",95.61,6,1,1,83.33,0,457,38.95,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1392","OTU17","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,5,1,1,80,0,458,39.52,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1393","OTU1","Arthropoda","Insecta","Hemiptera","Cicadidae",NA,NA,NA,94.2,405,40,40,90.12,0,339.59,34.21,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1394","OTU2",NA,NA,NA,NA,NA,NA,NA,0,108,4,1,96.3,75,106.82,27.15,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1395","OTU3",NA,NA,NA,NA,NA,NA,NA,0,41,3,1,92.68,66.67,457.51,31.69,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1396","OTU4",NA,NA,NA,NA,NA,NA,NA,0,35,1,1,97.14,0,113,40.71,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1397","OTU6","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae",NA,NA,96.05,31,1,1,96.77,0,458,30.13,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1398","OTU5",NA,NA,NA,NA,NA,NA,NA,0,31,3,1,90.32,66.67,457.81,33.16,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1399","OTU8","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutinae","Pelochrista","Pelochrista fuscostriata",94.31,30,5,5,83.33,0,125.93,32.02,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1400","OTU7","Arthropoda","Insecta","Blattodea",NA,NA,NA,NA,92.76,30,3,3,90,0,457.43,34.64,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1401","OTU9","Arthropoda","Insecta","Lepidoptera","Erebidae","Calpinae","Ostha","Ostha Janzen249",90.77,26,2,2,92.31,0,456.73,35.19,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1402","OTU10",NA,NA,NA,NA,NA,NA,NA,0,23,1,1,95.65,0,107,31.78,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1403","OTU11","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,18,1,1,94.44,0,458,39.52,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1404","OTU12","Arthropoda","Insecta","Blattodea",NA,NA,NA,NA,96.48,17,2,2,88.24,0,457.65,37.8,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1405","OTU13",NA,NA,NA,NA,NA,NA,NA,0,11,1,1,90.91,0,458,33.84,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1406","OTU14",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,458,29.04,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1407","OTU15",NA,NA,NA,NA,NA,NA,NA,0,9,1,1,88.89,0,105,25.71,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1408","OTU16",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,103,36.89,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1409","OTU17",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,458,30.79,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1410","OTU18","Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,96.26,6,1,1,83.33,0,458,33.84,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1411","OTU20","Arthropoda","Insecta","Coleoptera","Elateridae","Elaterinae","Orthostethus","Orthostethus infuscatus",95.61,5,1,1,80,0,457,38.95,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1412","OTU19","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae","phyBioLep01","phyBioLep01 BioLep207",94.75,5,1,1,80,0,458,32.75,0,"MBR-CYB002.DNA-LT-WHE2-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1413","OTU1",NA,NA,NA,NA,NA,NA,NA,0,81,3,1,96.3,66.67,106.84,27.14,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1414","OTU2",NA,NA,NA,NA,NA,NA,NA,0,72,3,1,95.83,66.67,457.78,32.97,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1415","OTU3","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Macronematinae","Leptonema","Leptonema sp. gmycC51",97.81,62,6,6,90.32,0,457.85,38.66,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1416","OTU4",NA,NA,NA,NA,NA,NA,NA,0,42,3,1,92.86,66.67,457.76,34.08,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1417","OTU5","Arthropoda","Insecta","Lepidoptera","Depressariidae","Stenomatinae","Stenoma","Stenoma phillipsEPR34",95.39,33,4,4,87.88,0,457.45,32.54,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1418","OTU6",NA,NA,NA,NA,NA,NA,NA,0,26,1,1,96.15,0,156,32.69,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
